PARCEL_PIN,SOURCE,ZONING_DISTRICT,FUTURE_LAND_USE,SUBDIVISION_NAME
0157108421003,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108421004,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108421005,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108421006,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108421007,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108421008,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108421009,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108421010,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108421011,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108421012,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108422001,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108422002,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108422003,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108422004,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108422005,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108422006,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108422007,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108422008,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108422009,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108422010,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108422011,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157108422012,COT,PD,Single-Family Neighborhoods,TALON POINTE
0157109000009,ADAMS,PD,Single-Family Neighborhoods,
0157109117030,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117031,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117032,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117033,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117034,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117035,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117036,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117037,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117037,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117038,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117040,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117040,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117041,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117041,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117042,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117042,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117043,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117043,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117044,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117044,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117045,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117045,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117046,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117046,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117047,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117047,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117048,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117048,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117049,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117049,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117050,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117050,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117051,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117051,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117118,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117119,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117119,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117120,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117121,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117122,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117123,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117124,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117125,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117126,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117127,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117128,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117129,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117138,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117139,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117140,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117141,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117142,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117143,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117144,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117145,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117146,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117147,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117148,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117149,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117150,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117151,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117153,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117154,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117155,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117158,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117159,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117160,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117161,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117162,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117163,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117164,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117165,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117166,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117167,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117168,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117170,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117171,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117172,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117173,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117174,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117175,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117178,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117179,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117180,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117181,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117182,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117183,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117184,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117185,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117186,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117187,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117188,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117189,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117190,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117191,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117192,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117193,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117194,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117195,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117196,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117197,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117198,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117199,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117200,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117201,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117202,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117203,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117204,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117205,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117206,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117207,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117208,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117209,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117210,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117211,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117212,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117213,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117214,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117215,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117216,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117217,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117218,COT,PD,"Parks, Trails, and Open Space",HERITAGE TODD CREEK F1A8
0157109117218,COT,PD,"Parks, Trails, and Open Space",HERITAGE TODD CREEK F1A8
0157109117218,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117218,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117219,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117220,COT,PD,"Parks, Trails, and Open Space",HERITAGE TODD CREEK F1A8
0157109117221,COT,PD,"Parks, Trails, and Open Space",
0157109117221,COT,PD,"Parks, Trails, and Open Space",HERITAGE TODD CREEK F1A8
0157109117222,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117223,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117224,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117225,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117226,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117227,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117228,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117229,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117230,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117231,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117232,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117232,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117233,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117233,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109117234,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117235,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117236,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117237,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109117238,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109118012,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109118013,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109118014,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109118015,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109118016,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109118017,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109118018,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109118019,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109118020,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109118021,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109119044,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119045,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119046,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119047,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119048,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119049,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119050,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119051,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119052,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119053,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119053,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109119054,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119077,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119081,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109119082,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109119083,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109119084,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109119085,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109119086,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109119087,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109119088,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109119089,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109119090,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109119095,COT,PD,"Parks, Trails, and Open Space",
0157109119095,COT,PD,"Parks, Trails, and Open Space",HERITAGE TODD CREEK F1A8
0157109119096,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A14
0157109119097,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A14
0157109119098,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A14
0157109119099,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A14
0157109119100,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A14
0157109119101,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A14
0157109119102,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119103,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119104,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119105,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119106,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119107,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119108,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119109,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119110,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119111,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119112,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119113,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119114,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119115,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119116,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119118,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119119,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119120,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119121,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119122,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119123,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119124,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119124,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119125,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119125,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119126,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119126,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119127,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119127,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119128,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119128,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119129,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119129,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119130,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119130,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119131,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119131,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119132,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119133,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119133,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109119134,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A16
0157109119134,COT,PD,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
